5,13,10,3,1,4,23,7,0,6,8,180529100,6,9
6,14,11,4,2,5,24,8,1,0,9,180529101,24,6
7,15,12,5,3,6,0,9,2,1,6,180529102,9,7
8,16,13,6,4,7,1,0,3,2,7,180529103,7,5
9,17,14,7,5,0,2,1,4,3,5,180529104,3,9
10,18,15,8,6,1,3,2,5,0,9,180529105,8,3
11,19,16,0,7,2,4,3,6,1,3,180529106,1,9
12,20,17,1,8,3,5,4,7,0,9,180529107,7,8
13,21,18,2,9,4,6,5,0,1,8,180529108,0,8
14,22,19,3,10,5,7,6,0,2,8,180529109,5,5
15,23,20,4,11,0,8,7,1,3,5,180529110,0,5
16,24,21,5,12,0,9,8,2,4,5,180529111,8,7
17,25,22,6,13,1,10,0,3,5,7,180529112,25,1
18,0,23,7,14,2,11,1,4,6,1,180529113,18,0
0,1,24,8,15,3,12,2,5,7,0,180529114,12,6
1,2,25,9,16,4,0,3,6,8,6,180529115,0,6
2,3,26,10,17,5,0,4,7,9,6,180529116,26,2
3,4,0,11,18,6,1,5,8,10,2,180529117,4,1
4,0,1,12,19,7,2,6,9,11,1,180529118,6,7
5,1,2,13,20,8,3,0,10,12,7,180529119,20,4
20,4,9,5,2,8,1,0,22,12,7,180530030,9,2
21,5,0,6,3,9,2,1,23,13,2,180530031,13,9
22,6,1,7,4,10,3,2,24,0,9,180530032,10,5
23,7,2,8,5,0,4,3,25,1,5,180530033,0,5
24,8,3,9,6,0,5,4,26,2,5,180530034,0,5
25,9,4,10,7,0,6,5,27,3,5,180530035,9,1
26,0,5,11,8,1,7,6,28,4,1,180530036,5,2
27,1,0,12,9,2,8,7,29,5,2,180530037,29,8
28,2,1,13,10,3,9,8,0,6,8,180530038,13,3
29,3,2,0,11,4,10,9,1,7,3,180530039,9,7
30,4,3,1,12,5,11,0,2,8,7,180530040,4,1
31,0,4,2,13,6,12,1,3,9,1,180530041,13,4
32,1,5,3,0,7,13,2,4,10,4,180530042,32,0
0,2,6,4,1,8,14,3,5,11,0,180530043,6,2
1,3,0,5,2,9,15,4,6,12,2,180530044,6,8
2,4,1,6,3,10,16,5,0,13,8,180530045,5,7
3,5,2,7,4,11,17,0,1,14,7,180530046,11,5
4,6,3,8,5,0,18,1,2,15,5,180530047,6,1
5,0,4,9,6,1,19,2,3,16,1,180530048,0,1
6,0,5,10,7,2,20,3,4,17,1,180530049,0,1
7,0,6,11,8,3,21,4,5,18,1,180530050,0,1
8,0,7,12,9,4,22,5,6,19,1,180530051,0,1
9,0,8,13,10,5,23,6,7,20,1,180530052,13,3
10,1,9,0,11,6,24,7,8,21,3,180530053,24,6
11,2,10,1,12,7,0,8,9,22,6,180530054,10,2
12,3,0,2,13,8,1,9,10,23,2,180530055,9,7
13,4,1,3,14,9,2,0,11,24,7,180530056,4,1
14,0,2,4,15,10,3,1,12,25,1,180530057,15,4
15,1,3,5,0,11,4,2,13,26,4,180530058,5,3
16,2,4,0,1,12,5,3,14,27,3,180530059,1,4
17,3,5,1,0,13,6,4,15,28,4,180530060,4,7
18,4,6,2,1,14,7,0,16,29,7,180530061,1,4
19,5,7,3,0,15,8,1,17,30,4,180530062,17,8
20,6,8,4,1,16,9,2,0,31,8,180530063,4,3
21,7,9,0,2,17,10,3,1,32,3,180530064,21,0
0,8,10,1,3,18,11,4,2,33,0,180530065,1,3
1,9,11,0,4,19,12,5,3,34,3,180530066,1,0
0,10,12,1,5,20,13,6,4,35,0,180530067,1,3
1,11,13,0,6,21,14,7,5,36,3,180530068,11,1
2,0,14,1,7,22,15,8,6,37,1,180530069,0,1
3,0,15,2,8,23,16,9,7,38,1,180530070,2,3
4,1,16,0,9,24,17,10,8,39,3,180530071,0,3
5,2,17,0,10,25,18,11,9,40,3,180530072,9,8
6,3,18,1,11,26,19,12,0,41,8,180530073,12,7
7,4,19,2,12,27,20,0,1,42,7,180530074,20,6
8,5,20,3,13,28,0,1,2,43,6,180530075,28,5
9,6,21,4,14,0,1,2,3,44,5,180530076,9,0
0,7,22,5,15,1,2,3,4,45,0,180530077,22,2
1,8,0,6,16,2,3,4,5,46,2,180530078,8,1
2,0,1,7,17,3,4,5,6,47,1,180530079,5,7
3,1,2,8,18,4,5,0,7,48,7,180530080,48,9
4,2,3,9,19,5,6,1,8,0,9,180530081,2,1
5,0,4,10,20,6,7,2,9,1,1,180530082,0,1
6,0,5,11,21,7,8,3,10,2,1,180530083,8,6
7,1,6,12,22,8,0,4,11,3,6,180530084,11,8
8,2,7,13,23,9,1,5,0,4,8,180530085,5,7
9,3,8,14,24,10,2,0,1,5,7,180530086,3,1
10,0,9,15,25,11,3,1,2,6,1,180530087,10,0
0,1,10,16,26,12,4,2,3,7,0,180530088,26,4
1,2,11,17,0,13,5,3,4,8,4,180530089,4,8
2,3,12,18,1,14,6,4,0,9,8,180530090,14,5
3,4,13,19,2,0,7,5,1,10,5,180530091,4,1
4,0,14,20,3,1,8,6,2,11,1,180530092,1,5
5,1,15,21,4,0,9,7,3,12,5,180530093,0,5
6,2,16,22,5,0,10,8,4,13,5,180530094,13,9
7,3,17,23,6,1,11,9,5,0,9,180530095,0,9
8,4,18,24,7,2,12,10,6,0,9,180530096,4,1
9,0,19,25,8,3,13,11,7,1,1,180530097,19,2
10,1,0,26,9,4,14,12,8,2,2,180530098,8,8
11,2,1,27,10,5,15,13,0,3,8,180530099,27,3
12,3,2,0,11,6,16,14,1,4,3,180530100,14,7
13,4,3,1,12,7,17,0,2,5,7,180530101,2,8
14,5,4,2,13,8,18,1,0,6,8,180530102,13,4
15,6,5,3,0,9,19,2,1,7,4,180530103,15,0
0,7,6,4,1,10,20,3,2,8,0,180530104,0,0
0,8,7,5,2,11,21,4,3,9,0,180530105,3,8
1,9,8,6,3,12,22,5,0,10,8,180530106,5,7
2,10,9,7,4,13,23,0,1,11,7,180530107,13,5
3,11,10,8,5,0,24,1,2,12,5,180530108,12,9
4,12,11,9,6,1,25,2,3,0,9,180530109,2,7
5,13,12,10,7,2,26,0,4,1,7,180530110,4,8
6,14,13,11,8,3,27,1,0,2,8,180530111,6,0
0,15,14,12,9,4,28,2,1,3,0,180530112,14,2
1,16,0,13,10,5,29,3,2,4,2,180530113,3,7
2,17,1,14,11,6,30,0,3,5,7,180530114,14,3
3,18,2,0,12,7,31,1,4,6,3,180530115,18,1
4,0,3,1,13,8,32,2,5,7,1,180530116,32,6
5,1,4,2,14,9,0,3,6,8,6,180530117,0,6
6,2,5,3,15,10,0,4,7,9,6,180530118,6,0
0,3,6,4,16,11,1,5,8,10,0,180530119,0,0
5,0,7,8,13,14,30,1,3,12,1,180531030,3,8
6,1,8,9,14,15,31,2,0,13,8,180531031,2,7
7,2,9,10,15,16,32,0,1,14,7,180531032,1,8
8,3,10,11,16,17,33,1,0,15,8,180531033,11,3
9,4,11,0,17,18,34,2,1,16,3,180531034,11,2
10,5,0,1,18,19,35,3,2,17,2,180531035,5,1
11,0,1,2,19,20,36,4,3,18,1,180531036,1,2
12,1,0,3,20,21,37,5,4,19,2,180531037,21,5
13,2,1,4,21,0,38,6,5,20,5,180531038,21,4
14,3,2,5,0,1,39,7,6,21,4,180531039,39,6
15,4,3,6,1,2,0,8,7,22,6,180531040,1,4
16,5,4,7,0,3,1,9,8,23,4,180531041,16,0
0,6,5,8,1,4,2,10,9,24,0,180531042,4,5
1,7,6,9,2,0,3,11,10,25,5,180531043,10,8
2,8,7,10,3,1,4,12,0,26,8,180531044,10,3
3,9,8,0,4,2,5,13,1,27,3,180531045,3,0
0,10,9,1,5,3,6,14,2,28,0,180531046,6,6
1,11,10,2,6,4,0,15,3,29,6,180531047,11,1
2,0,11,3,7,5,1,16,4,30,1,180531048,1,6
3,1,12,4,8,6,0,17,5,31,6,180531049,8,4
4,2,13,5,0,7,1,18,6,32,4,180531050,2,1
5,0,14,6,1,8,2,19,7,33,1,180531051,33,9
6,1,15,7,2,9,3,20,8,0,9,180531052,8,8
7,2,16,8,3,10,4,21,0,1,8,180531053,2,1
8,0,17,9,4,11,5,22,1,2,1,180531054,8,0
0,1,18,10,5,12,6,23,2,3,0,180531055,3,9
1,2,19,11,6,13,7,24,3,0,9,180531056,3,8
2,3,20,12,7,14,8,25,0,1,8,180531057,8,6
3,4,21,13,8,15,0,26,1,2,6,180531058,2,9
4,5,22,14,9,16,1,27,2,0,9,180531059,16,5
5,6,23,15,10,0,2,28,3,1,5,180531060,15,3
6,7,24,0,11,1,3,29,4,2,3,180531061,3,6
7,8,25,1,12,2,0,30,5,3,6,180531062,0,6
8,9,26,2,13,3,0,31,6,4,6,180531063,13,4
9,10,27,3,0,4,1,32,7,5,4,180531064,1,6
10,11,28,4,1,5,0,33,8,6,6,180531065,1,4
11,12,29,5,0,6,1,34,9,7,4,180531066,12,1
12,0,30,6,1,7,2,35,10,8,1,180531067,7,5
13,1,31,7,2,0,3,36,11,9,5,180531068,1,1
14,0,32,8,3,1,4,37,12,10,1,180531069,3,4
15,1,33,9,0,2,5,38,13,11,4,180531070,11,9
16,2,34,10,1,3,6,39,14,0,9,180531071,39,7
17,3,35,11,2,4,7,0,15,1,7,180531072,1,9
18,4,36,12,3,5,8,1,16,0,9,180531073,18,0
0,5,37,13,4,6,9,2,17,1,0,180531074,13,3
1,6,38,0,5,7,10,3,18,2,3,180531075,38,2
2,7,0,1,6,8,11,4,19,3,2,180531076,19,8
3,8,1,2,7,9,12,5,0,4,8,180531077,9,5
4,9,2,3,8,0,13,6,1,5,5,180531078,3,3
5,10,3,0,9,1,14,7,2,6,3,180531079,6,9
6,11,4,1,10,2,15,8,3,0,9,180531080,10,4
7,12,5,2,0,3,16,9,4,1,4,180531081,9,7
8,13,6,3,1,4,17,0,5,2,7,180531082,2,9
9,14,7,4,2,5,18,1,6,0,9,180531083,14,1
10,0,8,5,3,6,19,2,7,1,1,180531084,1,9
11,1,9,6,4,7,20,3,8,0,9,180531085,8,8
12,2,10,7,5,8,21,4,0,1,8,180531086,21,6
13,3,11,8,6,9,0,5,1,2,6,180531087,8,3
14,4,12,0,7,10,1,6,2,3,3,180531088,1,6
15,5,13,1,8,11,0,7,3,4,6,180531089,4,9
16,6,14,2,9,12,1,8,4,0,9,180531090,2,3
17,7,15,0,10,13,2,9,5,1,3,180531091,17,0
0,8,16,1,11,14,3,10,6,2,0,180531092,8,1
1,0,17,2,12,15,4,11,7,3,1,180531093,7,8
2,1,18,3,13,16,5,12,0,4,8,180531094,4,9
3,2,19,4,14,17,6,13,1,0,9,180531095,1,8
4,3,20,5,15,18,7,14,0,1,8,180531096,4,0
0,4,21,6,16,19,8,15,1,2,0,180531097,1,8
1,5,22,7,17,20,9,16,0,3,8,180531098,20,5
2,6,23,8,18,0,10,17,1,4,5,180531099,8,3
3,7,24,0,19,1,11,18,2,5,3,180531100,19,4
4,8,25,1,0,2,12,19,3,6,4,180531101,19,7
5,9,26,2,1,3,13,0,4,7,7,180531102,1,4
6,10,27,3,0,4,14,1,5,8,4,180531103,8,9
7,11,28,4,1,5,15,2,6,0,9,180531104,6,8
8,12,29,5,2,6,16,3,0,1,8,180531105,2,4
9,13,30,6,0,7,17,4,1,2,4,180531106,2,9
10,14,31,7,1,8,18,5,2,0,9,180531107,8,5
11,15,32,8,2,0,19,6,3,1,5,180531108,15,1
12,0,33,9,3,1,20,7,4,2,1,180531109,20,6
13,1,34,10,4,2,0,8,5,3,6,180531110,10,3
14,2,35,0,5,3,1,9,6,4,3,180531111,4,9
15,3,36,1,6,4,2,10,7,0,9,180531112,2,6
16,4,37,2,7,5,0,11,8,1,6,180531113,0,6
17,5,38,3,8,6,0,12,9,2,6,180531114,3,3
18,6,39,0,9,7,1,13,10,3,3,180531115,9,4
19,7,40,1,0,8,2,14,11,4,4,180531116,0,4
20,8,41,2,0,9,3,15,12,5,4,180531117,41,2
21,9,0,3,1,10,4,16,13,6,2,180531118,21,0
0,10,1,4,2,11,5,17,14,7,0,180531119,0,0
1,5,8,3,18,30,17,4,10,0,9,180601030,1,0
0,6,9,4,19,31,18,5,11,1,0,180601031,31,5
1,7,10,5,20,0,19,6,12,2,5,180601032,12,8
2,8,11,6,21,1,20,7,0,3,8,180601033,20,6
3,9,12,7,22,2,0,8,1,4,6,180601034,9,1
4,0,13,8,23,3,1,9,2,5,1,180601035,2,8
5,1,14,9,24,4,2,10,0,6,8,180601036,2,6
6,2,15,10,25,5,0,11,1,7,6,180601037,1,8
7,3,16,11,26,6,1,12,0,8,8,180601038,16,2
8,4,0,12,27,7,2,13,1,9,2,180601039,0,2
9,5,0,13,28,8,3,14,2,10,2,180601040,8,5
10,6,1,14,29,0,4,15,3,11,5,180601041,29,4
11,7,2,15,0,1,5,16,4,12,4,180601042,7,1
12,0,3,16,1,2,6,17,5,13,1,180601043,0,1
13,0,4,17,2,3,7,18,6,14,1,180601044,6,8
14,1,5,18,3,4,8,19,0,15,8,180601045,18,3
